Customer,State,Customer Lifetime Value,Response,Coverage,Education,,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
GY74661,Oregon,"$4,039",No,Basic,College,1/13/11,Employed,F,"$34,911",Rural,Divorced,105,6,31,1,1,Personal Auto,Personal L3,Offer4,Agent,$127,SUV,Large
MX50302,Oregon,"$2,619",Yes,Basic,Bachelor,11-5-02,Employed,M,"$78,618",Urban,Divorced,66,7,56,0,1,Special Auto,Special L3,Offer1,Agent,$226,Two-Door Car,Medsize
TC84427,Oregon,"$5,050",No,Basic,High School or Below,11-1-01,Employed,F,"$61,080",Urban,Single,66,7,41,2,9,Personal Auto,Personal L3,Offer1,Call Center,$294,Four-Door Car,Medsize
IQ82914,Oregon,"$4,983",No,Basic,Master,11-10-01,Employed,F,"$60,415",Rural,Divorced,62,10,31,0,5,Personal Auto,Personal L3,Offer2,Branch,$73,Two-Door Car,Small
TY74870,California,"$2,531",No,Basic,Master,2/15/11,Medical Leave,F,"$25,143",Rural,Divorced,66,34,38,0,1,Corporate Auto,Corporate L2,Offer1,Branch,$9,Four-Door Car,Medsize
II83628,California,"$7,397",No,Basic,College,1/30/11,Employed,M,"$41,045",Suburban,Single,64,9,28,1,2,Personal Auto,Personal L3,Offer2,Branch,$395,Four-Door Car,Medsize
ZR77995,California,"$3,833",No,Extended,College,2/20/11,Employed,M,"$97,729",Rural,Married,95,18,21,0,1,Personal Auto,Personal L3,Offer2,Web,$97,Four-Door Car,Medsize
QT89604,Arizona,"$4,961",No,Basic,High School or Below,1/22/11,Employed,F,"$55,702",Rural,Married,61,13,55,0,6,Personal Auto,Personal L3,Offer1,Agent,$151,Four-Door Car,Medsize
AB21519,California,"$3,861",Yes,Extended,College,11-6-01,Employed,F,"$93,272",Urban,Married,95,3,54,0,1,Personal Auto,Personal L3,Offer2,Branch,$281,Four-Door Car,Medsize
MP47256,California,"$22,659",Yes,Basic,Bachelor,1/25/11,Retired,M,"$23,665",Suburban,Married,67,19,50,0,2,Personal Auto,Personal L3,Offer1,Branch,$405,Four-Door Car,Medsize
MA47641,Oregon,"$10,409",Yes,Basic,High School or Below,2/18/11,Retired,M,"$20,228",Suburban,Divorced,101,3,43,1,2,Personal Auto,Personal L3,Offer1,Branch,$524,SUV,Medsize
GQ20713,Nevada,"$4,835",Yes,Basic,College,1/31/11,Employed,F,"$38,713",Suburban,Divorced,66,31,69,4,6,Personal Auto,Personal L3,Offer2,Call Center,$317,Four-Door Car,Medsize
WW87934,Arizona,"$8,258",Yes,Basic,Bachelor,11-12-01,Disabled,F,"$23,815",Suburban,Married,73,4,47,0,2,Personal Auto,Personal L3,Offer2,Call Center,$424,Four-Door Car,Medsize
HF75276,Nevada,"$3,053",No,Extended,High School or Below,11-12-01,Unemployed,F,$0,Suburban,Divorced,93,15,31,3,1,Personal Auto,Personal L3,Offer1,Branch,$446,Four-Door Car,Large
ET64028,California,"$4,012",No,Extended,High School or Below,1/18/11,Employed,F,"$47,221",Suburban,Married,99,8,79,0,1,Personal Auto,Personal L2,Offer1,Agent,$475,Two-Door Car,Large
QA41472,Oregon,"$13,355",No,Basic,Bachelor,1/14/11,Employed,M,"$34,495",Urban,Married,113,27,29,0,2,Personal Auto,Personal L3,Offer3,Branch,$390,SUV,Medsize
OZ92426,Oregon,"$2,364",No,Basic,College,1/18/11,Employed,M,"$46,264",Urban,Single,62,17,75,0,1,Corporate Auto,Corporate L1,Offer4,Branch,$199,Four-Door Car,Medsize
UM69933,Nevada,"$2,489",No,Basic,College,2/15/11,Employed,M,"$46,051",Suburban,Married,63,16,34,0,1,Personal Auto,Personal L1,Offer3,Branch,$302,Two-Door Car,Large
RQ11502,Nevada,"$4,756",No,Extended,Bachelor,11-11-02,Retired,F,"$23,975",Suburban,Married,128,8,39,0,1,Corporate Auto,Corporate L3,Offer1,Agent,$614,SUV,Small
TX98128,California,"$13,864",No,Basic,College,2/18/11,Unemployed,F,$0,Suburban,Single,74,4,12,4,2,Personal Auto,Personal L1,Offer1,Agent,$581,Four-Door Car,Large
XY52165,Arizona,"$3,020",No,Basic,College,2/13/11,Employed,F,"$78,561",Suburban,Married,74,7,50,0,1,Personal Auto,Personal L1,Offer1,Branch,$355,Two-Door Car,Medsize
GB39003,California,"$6,285",No,Extended,High School or Below,11-7-02,Unemployed,M,$0,Suburban,Single,90,4,63,0,7,Personal Auto,Personal L3,Offer1,Agent,$432,Two-Door Car,Medsize
VH43367,California,"$2,506",No,Basic,High School or Below,2/21/11,Employed,F,"$61,402",Suburban,Married,63,14,56,2,1,Special Auto,Special L1,Offer1,Agent,$302,Four-Door Car,Medsize
KG81168,Arizona,"$2,826",No,Basic,Bachelor,11-12-01,Employed,M,"$65,090",Rural,Married,71,28,3,0,1,Personal Auto,Personal L3,Offer3,Agent,$74,Four-Door Car,Medsize
WU14549,Nevada,"$4,370",No,Premium,Master,11-11-01,Employed,M,"$88,495",Suburban,Married,108,2,83,0,1,Personal Auto,Personal L3,Offer1,Branch,$536,Two-Door Car,Medsize
XB17553,Nevada,"$12,175",No,Basic,Bachelor,1/30/11,Employed,M,"$52,797",Rural,Married,104,14,13,1,2,Personal Auto,Personal L3,Offer1,Agent,$88,Sports Car,Small
MY88518,Nevada,"$3,528",Yes,Extended,Doctor,11-1-02,Employed,M,"$31,278",Suburban,Married,92,24,95,4,1,Personal Auto,Personal L1,Offer1,Branch,$442,Two-Door Car,Medsize
XE18554,California,"$10,437",No,Extended,Bachelor,11-6-02,Medical Leave,F,"$24,177",Suburban,Married,92,4,37,1,2,Personal Auto,Personal L2,Offer1,Agent,$442,Four-Door Car,Medsize
NY97446,Oregon,"$2,746",No,Basic,High School or Below,11-6-01,Employed,F,"$96,339",Urban,Married,68,1,44,0,1,Corporate Auto,Corporate L1,Offer2,Branch,$293,Four-Door Car,Medsize
VT96364,California,"$9,175",No,Premium,Bachelor,1/28/11,Employed,M,"$68,164",Rural,Single,119,27,37,2,6,Personal Auto,Personal L3,Offer1,Agent,$223,Four-Door Car,Small
ZY20779,Washington,"$4,979",No,Basic,High School or Below,1/29/11,Unemployed,M,$0,Suburban,Single,71,17,57,0,5,Personal Auto,Personal L1,Offer2,Agent,$341,Two-Door Car,Medsize
NN65845,Washington,"$2,586",No,Basic,Bachelor,2/19/11,Disabled,F,"$21,603",Suburban,Married,68,11,46,2,1,Personal Auto,Personal L3,Offer4,Branch,$326,Four-Door Car,Large
VC54081,Oregon,"$9,450",No,Basic,College,11-10-02,Unemployed,F,$0,Rural,Married,63,11,20,0,2,Special Auto,Special L2,Offer1,Branch,$118,Four-Door Car,Medsize
CE94751,California,"$4,569",No,Basic,College,11-6-02,Unemployed,M,$0,Suburban,Single,70,5,33,1,7,Personal Auto,Personal L3,Offer1,Branch,$525,Two-Door Car,Medsize
VM85856,Oregon,"$2,574",Yes,Basic,Master,1/14/11,Employed,F,"$34,990",Rural,Single,65,23,73,0,1,Personal Auto,Personal L3,Offer2,Web,$43,Four-Door Car,Medsize
EH37385,Arizona,"$8,790",No,Basic,Master,2/22/11,Employed,F,"$22,849",Suburban,Married,109,5,75,0,4,Personal Auto,Personal L3,Offer1,Call Center,$523,Sports Car,Medsize
FI45719,Arizona,"$2,507",No,Basic,Doctor,2/18/11,Employed,M,"$32,893",Urban,Married,63,13,14,0,1,Personal Auto,Personal L3,Offer3,Agent,$174,Four-Door Car,Medsize
SB79528,Oregon,"$2,522",No,Basic,College,1/22/11,Unemployed,M,$0,Suburban,Single,73,24,15,0,1,Corporate Auto,Corporate L3,Offer2,Branch,$350,Two-Door Car,Medsize
WH81461,Nevada,"$7,543",No,Basic,College,1/29/11,Unemployed,M,$0,Suburban,Single,111,7,25,0,3,Personal Auto,Personal L2,Offer3,Branch,"$1,187",SUV,Medsize
UD47050,Oregon,"$6,005",Yes,Extended,High School or Below,11-12-01,Employed,M,"$26,876",Suburban,Single,76,17,72,0,8,Corporate Auto,Corporate L2,Offer1,Agent,$365,Four-Door Car,Medsize
XZ17273,Nevada,"$20,998",No,Basic,Bachelor,1/25/11,Employed,M,"$71,663",Rural,Married,74,23,22,0,2,Corporate Auto,Corporate L3,Offer2,Web,$84,Four-Door Car,Medsize
XR97812,California,"$2,345",No,Basic,College,2/22/11,Unemployed,M,$0,Suburban,Single,69,1,56,0,1,Personal Auto,Personal L3,Offer1,Agent,$331,Four-Door Car,Medsize
BW88060,California,"$8,783",No,Basic,High School or Below,11-3-01,Disabled,F,"$16,994",Suburban,Married,112,25,12,0,8,Personal Auto,Personal L3,Offer1,Call Center,$806,SUV,Medsize
CP32818,Oregon,"$4,530",No,Basic,Bachelor,2/21/11,Employed,M,"$64,270",Rural,Single,117,12,58,0,1,Personal Auto,Personal L3,Offer2,Agent,$46,Sports Car,Small
CM52565,Nevada,"$6,033",No,Extended,High School or Below,2/16/11,Unemployed,F,$0,Suburban,Single,83,4,3,0,3,Corporate Auto,Corporate L2,Offer2,Call Center,$598,Four-Door Car,Medsize
YP40334,Oregon,"$5,308",No,Premium,Doctor,1/17/11,Unemployed,F,$0,Rural,Single,145,29,70,0,1,Personal Auto,Personal L2,Offer2,Web,$359,SUV,Medsize
KD63998,California,"$2,675",Yes,Basic,College,2/15/11,Employed,M,"$56,342",Suburban,Single,69,12,89,0,1,Personal Auto,Personal L2,Offer2,Call Center,$331,Four-Door Car,Small
VC77127,California,"$4,930",No,Basic,High School or Below,1/27/11,Unemployed,F,$0,Suburban,Single,70,25,21,0,6,Personal Auto,Personal L3,Offer4,Call Center,$837,Four-Door Car,Medsize
AM30008,California,"$14,131",No,Basic,High School or Below,11-9-01,Employed,M,"$28,327",Suburban,Single,185,29,26,0,3,Personal Auto,Personal L2,Offer4,Web,$888,Luxury Car,Medsize
PC83755,Oregon,"$2,472",Yes,Basic,High School or Below,1/15/11,Employed,M,"$95,697",Rural,Married,61,16,55,0,1,Personal Auto,Personal L2,Offer2,Agent,$114,Two-Door Car,Medsize
XS22323,Arizona,"$6,005",Yes,Extended,High School or Below,11-12-01,Employed,M,"$26,876",Suburban,Single,76,17,72,0,8,Personal Auto,Personal L3,Offer1,Agent,$365,Four-Door Car,Medsize
YM43461,Washington,"$14,083",No,Premium,College,1/19/11,Unemployed,M,$0,Suburban,Single,102,17,91,0,2,Personal Auto,Personal L3,Offer1,Agent,$734,Four-Door Car,Large
BH23017,Nevada,"$19,117",No,Basic,Bachelor,1/31/11,Unemployed,F,$0,Suburban,Single,61,31,43,0,2,Personal Auto,Personal L3,Offer1,Branch,$658,Two-Door Car,Small
OD18225,California,"$6,632",No,Extended,College,1/18/11,Employed,M,"$32,918",Suburban,Married,84,33,69,0,3,Personal Auto,Personal L2,Offer3,Agent,$403,Four-Door Car,Medsize
VE31507,Oregon,"$7,432",No,Basic,High School or Below,1/27/11,Unemployed,F,$0,Suburban,Single,71,4,76,0,2,Personal Auto,Personal L3,Offer2,Web,$447,Four-Door Car,Medsize
NR18672,Nevada,"$2,928",No,Basic,High School or Below,1/24/11,Employed,M,"$63,127",Rural,Married,74,35,17,1,1,Personal Auto,Personal L1,Offer4,Agent,$174,Two-Door Car,Large
DM76654,California,"$46,612",No,Extended,College,11-6-02,Employed,M,"$22,022",Suburban,Single,136,35,1,0,2,Personal Auto,Personal L2,Offer2,Branch,$979,SUV,Large
YY11432,Oregon,"$16,515",No,Extended,High School or Below,11-1-02,Employed,F,"$51,725",Rural,Married,138,9,16,1,2,Personal Auto,Personal L3,Offer1,Agent,$159,SUV,Medsize
BD77090,Washington,"$8,609",Yes,Basic,Bachelor,1/14/11,Employed,F,"$79,090",Urban,Married,107,2,74,0,3,Personal Auto,Personal L1,Offer2,Branch,$289,SUV,Medsize
XA75063,Oregon,"$10,214",No,Extended,College,11-9-01,Employed,F,"$39,719",Suburban,Divorced,131,1,57,0,3,Personal Auto,Personal L3,Offer1,Agent,$629,Sports Car,Medsize
PQ13422,Nevada,"$10,049",No,Extended,College,1/22/11,Employed,M,"$58,194",Suburban,Married,84,26,23,0,2,Personal Auto,Personal L3,Offer2,Web,$451,Four-Door Car,Small
NA89685,Oregon,"$5,746",No,Basic,College,2/14/11,Employed,M,"$61,990",Rural,Married,72,21,47,0,9,Personal Auto,Personal L3,Offer1,Agent,$49,Four-Door Car,Medsize
AL35726,Oregon,"$3,747",Yes,Extended,College,2/26/11,Employed,F,"$41,479",Rural,Married,94,14,38,1,1,Personal Auto,Personal L2,Offer2,Call Center,$20,Two-Door Car,Large
WO70078,Oregon,"$7,486",No,Extended,Bachelor,11-3-01,Employed,F,"$97,899",Rural,Divorced,95,29,73,3,7,Personal Auto,Personal L3,Offer1,Branch,$4,Four-Door Car,Medsize
CA56041,Nevada,"$9,120",No,Basic,College,2/16/11,Employed,F,"$63,878",Urban,Married,113,32,47,0,9,Personal Auto,Personal L3,Offer3,Call Center,$370,SUV,Small
HI41970,Oregon,"$5,678",No,Basic,High School or Below,1/14/11,Employed,F,"$68,671",Rural,Married,70,30,49,0,6,Special Auto,Special L2,Offer2,Call Center,$8,Two-Door Car,Medsize
AU46443,Nevada,"$7,517",No,Basic,Bachelor,2/28/11,Unemployed,F,$0,Suburban,Single,102,19,13,0,3,Personal Auto,Personal L3,Offer1,Agent,"$1,179",SUV,Medsize
WC35554,Oregon,"$4,531",No,Basic,College,1/21/11,Employed,M,"$34,640",Urban,Married,117,23,54,2,1,Personal Auto,Personal L2,Offer1,Call Center,$466,Sports Car,Medsize
JR10216,California,"$2,691",No,Basic,Bachelor,1/31/11,Retired,F,"$21,959",Suburban,Married,71,0,69,0,1,Corporate Auto,Corporate L3,Offer4,Web,$341,Four-Door Car,Small
OH11674,Arizona,"$8,069",No,Basic,Bachelor,1/27/11,Employed,F,"$51,584",Suburban,Divorced,69,11,98,2,2,Corporate Auto,Corporate L1,Offer1,Branch,$369,Two-Door Car,Small
US85318,Oregon,"$2,479",No,Basic,Bachelor,11-8-02,Employed,F,"$65,744",Urban,Divorced,62,9,77,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,$167,Four-Door Car,Medsize
FS19862,Arizona,"$9,112",No,Basic,Bachelor,1/17/11,Disabled,F,"$25,198",Suburban,Married,118,26,36,0,4,Personal Auto,Personal L3,Offer3,Call Center,$566,SUV,Small
ZP80713,Arizona,"$2,772",No,Basic,Master,11-9-01,Employed,F,"$79,663",Urban,Divorced,69,14,39,0,1,Personal Auto,Personal L2,Offer3,Branch,$264,Two-Door Car,Medsize
OK50159,Arizona,"$4,306",No,Basic,Bachelor,11-6-01,Employed,F,"$31,071",Rural,Single,111,0,57,2,1,Personal Auto,Personal L2,Offer2,Call Center,$215,Sports Car,Small
TP54769,California,"$5,103",No,Extended,Bachelor,2/27/11,Employed,F,"$39,452",Urban,Divorced,131,6,54,0,1,Corporate Auto,Corporate L3,Offer1,Web,$398,SUV,Medsize
FS49381,Oregon,"$4,785",No,Basic,Bachelor,1/26/11,Employed,F,"$25,813",Urban,Divorced,61,16,97,0,8,Personal Auto,Personal L1,Offer3,Agent,$205,Four-Door Car,Medsize
DQ79499,Oregon,"$10,541",No,Extended,Doctor,11-11-02,Employed,F,"$59,965",Suburban,Married,131,7,54,0,7,Personal Auto,Personal L2,Offer1,Branch,$905,SUV,Medsize
NM62724,Washington,"$2,179",No,Basic,High School or Below,11-9-02,Unemployed,M,$0,Suburban,Single,63,23,90,0,1,Personal Auto,Personal L3,Offer3,Branch,$544,Two-Door Car,Medsize
VO25602,Nevada,"$7,611",No,Extended,College,11-6-02,Employed,F,"$98,701",Rural,Married,94,22,66,0,3,Personal Auto,Personal L1,Offer1,Branch,$80,Four-Door Car,Small
EP93369,Arizona,"$8,511",No,Extended,College,11-8-01,Unemployed,F,$0,Suburban,Single,121,5,94,0,8,Personal Auto,Personal L2,Offer2,Branch,$871,Sports Car,Medsize
DQ45854,Oregon,"$16,173",No,Basic,College,1/30/11,Employed,F,"$64,388",Rural,Single,68,9,46,0,2,Personal Auto,Personal L3,Offer2,Branch,$12,Four-Door Car,Medsize
QG15661,Oregon,"$2,425",No,Basic,College,11-8-02,Employed,M,"$66,841",Rural,Divorced,62,4,73,0,1,Personal Auto,Personal L3,Offer4,Call Center,$123,Four-Door Car,Medsize
YA80645,Oregon,"$2,899",No,Basic,High School or Below,11-2-01,Employed,F,"$33,738",Urban,Divorced,74,6,50,1,1,Corporate Auto,Corporate L1,Offer2,Agent,$304,Four-Door Car,Medsize
TW16499,California,"$3,633",No,Extended,Bachelor,2/28/11,Employed,M,"$43,334",Suburban,Married,95,3,72,2,1,Corporate Auto,Corporate L2,Offer4,Call Center,$614,Two-Door Car,Small
UP97629,California,"$3,457",No,Extended,College,11-6-01,Unemployed,F,$0,Urban,Married,91,13,89,0,1,Personal Auto,Personal L3,Offer3,Web,$246,Four-Door Car,Medsize
NU42684,Nevada,"$3,395",No,Extended,College,1/28/11,Employed,F,"$83,431",Suburban,Married,84,13,33,0,1,Personal Auto,Personal L3,Offer2,Web,$403,Four-Door Car,Medsize
FS42690,Washington,"$3,781",No,Extended,College,11-1-02,Employed,M,"$57,647",Suburban,Married,94,3,99,0,1,Personal Auto,Personal L3,Offer1,Branch,$451,Two-Door Car,Medsize
BM69818,Oregon,"$5,842",No,Extended,Bachelor,11-12-02,Unemployed,M,$0,Suburban,Divorced,79,17,4,0,3,Personal Auto,Personal L1,Offer1,Call Center,$379,Four-Door Car,Large
HK15299,California,"$5,480",No,Basic,High School or Below,1/28/11,Employed,M,"$38,210",Suburban,Married,69,25,41,0,3,Personal Auto,Personal L2,Offer2,Agent,$383,Four-Door Car,Medsize
NP88496,Nevada,"$20,455",No,Basic,High School or Below,11-5-01,Unemployed,F,$0,Suburban,Married,67,28,72,0,2,Personal Auto,Personal L3,Offer3,Agent,$482,Four-Door Car,Large
SB99002,Oregon,"$8,319",No,Basic,Bachelor,11-1-02,Employed,F,"$49,734",Rural,Married,69,3,41,0,2,Corporate Auto,Corporate L3,Offer4,Call Center,$155,Four-Door Car,Medsize
VW82067,Washington,"$5,182",Yes,Basic,Master,11-3-02,Employed,F,"$97,131",Suburban,Married,64,5,80,0,6,Personal Auto,Personal L1,Offer2,Agent,$307,Four-Door Car,Small
JG30837,Oregon,"$4,164",No,Basic,College,1/19/11,Disabled,M,"$11,689",Suburban,Divorced,117,7,46,0,1,Corporate Auto,Corporate L3,Offer4,Web,$562,SUV,Medsize
AC22873,Arizona,"$4,853",No,Extended,High School or Below,11-3-02,Medical Leave,F,"$17,120",Suburban,Married,125,14,95,0,1,Special Auto,Special L3,Offer1,Agent,$717,SUV,Medsize
RO85831,Oregon,"$7,532",No,Basic,High School or Below,11-10-01,Employed,M,"$82,157",Suburban,Single,188,5,33,0,1,Corporate Auto,Corporate L3,Offer4,Agent,"$1,354",Luxury Car,Medsize
WT71621,Washington,"$3,280",No,Extended,Bachelor,11-2-02,Employed,F,"$63,297",Urban,Married,82,1,33,0,1,Personal Auto,Personal L3,Offer2,Web,$252,Four-Door Car,Medsize
OF24813,Washington,"$32,961",No,Basic,High School or Below,2/19/11,Employed,F,"$66,014",Urban,Married,102,34,11,0,2,Personal Auto,Personal L3,Offer2,Branch,$460,SUV,Medsize
GH31557,California,"$2,685",No,Basic,High School or Below,1/25/11,Employed,M,"$98,121",Suburban,Divorced,67,22,49,0,1,Personal Auto,Personal L3,Offer2,Web,$384,Two-Door Car,Small
WI89081,Washington,"$10,393",No,Extended,Bachelor,2/24/11,Employed,M,"$93,495",Urban,Married,129,8,0,0,9,Personal Auto,Personal L1,Offer1,Agent,$618,SUV,Medsize
IO27771,Oregon,"$9,037",No,Premium,College,11-7-01,Employed,F,"$89,382",Suburban,Married,112,2,61,0,3,Corporate Auto,Corporate L2,Offer1,Branch,$574,Four-Door Car,Small
HB99061,Arizona,"$5,352",No,Extended,High School or Below,11-2-02,Employed,F,"$97,742",Rural,Married,132,6,52,0,1,Corporate Auto,Corporate L3,Offer4,Branch,$200,SUV,Medsize
HQ82089,Arizona,"$11,881",No,Premium,High School or Below,1/23/11,Unemployed,F,$0,Suburban,Single,114,29,96,0,2,Personal Auto,Personal L3,Offer1,Branch,$821,Four-Door Car,Medsize
JN72184,Oregon,"$2,557",No,Basic,College,2/18/11,Unemployed,M,$0,Suburban,Divorced,73,30,8,0,1,Corporate Auto,Corporate L1,Offer1,Branch,$526,Four-Door Car,Medsize
WQ46946,California,"$7,915",No,Extended,College,11-9-02,Employed,F,"$77,153",Urban,Married,99,3,27,1,5,Personal Auto,Personal L3,Offer1,Branch,$356,Four-Door Car,Medsize
WJ44028,California,"$9,840",No,Extended,Master,1/23/11,Employed,M,"$94,590",Suburban,Married,81,26,31,0,2,Personal Auto,Personal L3,Offer2,Web,$389,Two-Door Car,Medsize
WH77063,Arizona,"$4,352",No,Premium,High School or Below,11-9-02,Employed,F,"$74,163",Suburban,Married,108,14,63,0,1,Personal Auto,Personal L1,Offer4,Agent,$518,Four-Door Car,Small
FI13966,Oregon,"$22,208",No,Premium,High School or Below,11-3-01,Employed,F,"$40,450",Suburban,Married,287,8,20,3,7,Personal Auto,Personal L3,Offer3,Branch,"$1,378",Luxury SUV,Small
AQ46199,Oregon,"$4,825",No,Basic,High School or Below,11-7-01,Unemployed,M,$0,Suburban,Single,71,8,30,0,8,Personal Auto,Personal L2,Offer4,Web,$511,Two-Door Car,Medsize
WV69362,Arizona,"$6,948",No,Extended,High School or Below,2/23/11,Unemployed,F,$0,Suburban,Single,99,12,77,0,4,Corporate Auto,Corporate L3,Offer2,Call Center,$475,Two-Door Car,Medsize
RJ90816,California,"$3,345",No,Extended,College,2/14/11,Employed,F,"$33,243",Rural,Married,85,13,19,0,1,Personal Auto,Personal L3,Offer2,Call Center,$25,Four-Door Car,Small
NH19236,Arizona,"$2,358",No,Basic,Master,2/23/11,Unemployed,M,$0,Urban,Married,64,25,80,0,1,Personal Auto,Personal L3,Offer2,Branch,$200,Four-Door Car,Medsize
VW88911,Oregon,"$35,945",No,Premium,High School or Below,2/13/11,Unemployed,M,$0,Suburban,Single,114,33,55,0,2,Corporate Auto,Corporate L3,Offer1,Branch,$821,Four-Door Car,Large
NV14535,Nevada,"$10,409",Yes,Basic,High School or Below,2/18/11,Retired,M,"$20,228",Suburban,Divorced,101,3,43,1,2,Personal Auto,Personal L2,Offer1,Branch,$524,SUV,Medsize
BM66931,Arizona,"$4,048",No,Basic,High School or Below,11-5-02,Employed,F,"$92,801",Urban,Married,100,24,23,0,1,Personal Auto,Personal L2,Offer2,Web,$407,SUV,Medsize
JW24035,Oregon,"$6,852",No,Basic,College,1/13/11,Unemployed,M,$0,Suburban,Single,69,7,45,1,2,Personal Auto,Personal L2,Offer2,Branch,$407,Four-Door Car,Medsize
PG82270,California,"$2,903",No,Basic,College,11-9-02,Employed,M,"$36,845",Suburban,Married,74,14,33,0,1,Personal Auto,Personal L2,Offer4,Branch,$355,Four-Door Car,Small
RW65101,California,"$18,039",No,Basic,College,1/31/11,Unemployed,F,$0,Suburban,Single,63,28,82,0,2,Personal Auto,Personal L3,Offer3,Web,$503,Four-Door Car,Medsize
QO79771,California,"$3,242",No,Extended,Master,11-10-02,Employed,F,"$72,330",Rural,Married,81,2,50,2,1,Personal Auto,Personal L3,Offer2,Call Center,$127,Four-Door Car,Small
EC44438,Nevada,"$2,468",No,Basic,Bachelor,11-2-01,Medical Leave,F,"$19,352",Suburban,Married,65,16,0,0,1,Personal Auto,Personal L3,Offer1,Branch,$724,Four-Door Car,Small
MW54213,Arizona,"$5,674",No,Basic,College,11-3-01,Unemployed,M,$0,Suburban,Married,62,13,6,5,2,Personal Auto,Personal L3,Offer1,Agent,$298,Four-Door Car,Medsize
ZN33412,Arizona,"$8,634",No,Extended,College,11-1-02,Disabled,F,"$25,073",Suburban,Single,79,3,84,0,2,Personal Auto,Personal L3,Offer1,Branch,$379,Four-Door Car,Medsize
HZ56678,Oregon,"$2,780",No,Basic,High School or Below,11-12-01,Disabled,F,"$20,261",Suburban,Divorced,72,4,55,0,1,Personal Auto,Personal L2,Offer4,Web,$346,Four-Door Car,Large
AN36757,Oregon,"$22,056",No,Extended,Master,2/27/11,Employed,M,"$66,851",Urban,Married,92,10,70,2,2,Personal Auto,Personal L3,Offer2,Branch,$409,Four-Door Car,Medsize
NB54665,Arizona,"$2,515",Yes,Basic,High School or Below,2/14/11,Employed,F,"$43,860",Rural,Single,65,15,58,0,1,Corporate Auto,Corporate L1,Offer2,Agent,$156,Four-Door Car,Medsize
MG99229,Oregon,"$5,886",No,Basic,College,11-4-02,Unemployed,M,$0,Suburban,Single,180,21,68,0,1,Corporate Auto,Corporate L3,Offer2,Agent,"$1,777",Luxury Car,Small
MX76292,California,"$7,706",No,Basic,Doctor,2/13/11,Employed,F,"$48,019",Rural,Married,64,15,94,0,2,Corporate Auto,Corporate L3,Offer1,Agent,$138,Four-Door Car,Medsize
EJ90880,California,"$2,790",No,Basic,College,1/25/11,Employed,M,"$28,786",Suburban,Married,71,30,69,1,1,Personal Auto,Personal L3,Offer1,Agent,$346,Four-Door Car,Medsize
WO95180,California,"$2,397",Yes,Basic,High School or Below,1/29/11,Retired,F,"$22,283",Suburban,Divorced,65,16,93,0,1,Corporate Auto,Corporate L3,Offer1,Branch,$572,Four-Door Car,Medsize
BU53191,Arizona,"$8,834",No,Basic,Bachelor,11-2-02,Employed,F,"$34,133",Rural,Divorced,111,0,72,0,7,Personal Auto,Personal L1,Offer1,Call Center,$227,SUV,Small
ZK54897,Arizona,"$14,436",Yes,Premium,Master,1/26/11,Employed,M,"$60,880",Rural,Married,119,25,89,0,2,Personal Auto,Personal L3,Offer1,Agent,$110,Two-Door Car,Medsize
PP48389,California,"$6,872",No,Premium,Bachelor,2/25/11,Unemployed,F,$0,Suburban,Married,196,5,59,2,1,Personal Auto,Personal L2,Offer1,Agent,$941,Sports Car,Medsize
XD29421,Oregon,"$15,362",No,Basic,High School or Below,11-10-01,Employed,M,"$48,115",Suburban,Married,192,15,67,0,5,Personal Auto,Personal L3,Offer3,Agent,"$1,382",Luxury Car,Large
OP26403,California,"$4,835",No,Basic,College,2/17/11,Employed,F,"$32,017",Suburban,Married,62,9,10,2,7,Personal Auto,Personal L1,Offer1,Branch,$298,Four-Door Car,Small
XK15687,Oregon,"$10,899",No,Extended,High School or Below,1/14/11,Employed,F,"$58,518",Rural,Married,136,17,9,0,3,Personal Auto,Personal L3,Offer1,Agent,$324,SUV,Medsize
ED29955,California,"$5,284",No,Basic,Bachelor,1/15/11,Employed,M,"$61,542",Suburban,Married,67,33,83,0,6,Personal Auto,Personal L3,Offer1,Agent,$322,Four-Door Car,Medsize
QT84720,Oregon,"$2,892",No,Basic,Bachelor,11-3-01,Employed,F,"$56,761",Rural,Married,73,31,80,1,1,Corporate Auto,Corporate L2,Offer1,Branch,$85,Two-Door Car,Large
ZH35315,California,"$4,901",No,Basic,College,2/19/11,Disabled,M,"$22,976",Suburban,Married,66,19,33,0,4,Personal Auto,Personal L2,Offer2,Branch,$346,Four-Door Car,Large
EE76374,Nevada,"$20,843",No,Basic,High School or Below,1/29/11,Unemployed,F,$0,Suburban,Single,72,14,29,0,2,Personal Auto,Personal L3,Offer1,Web,$709,Four-Door Car,Medsize
RF72106,Washington,"$8,416",No,Basic,College,2/13/11,Unemployed,M,$0,Suburban,Single,62,8,98,0,2,Personal Auto,Personal L2,Offer1,Branch,$446,Four-Door Car,Small
BS13111,Arizona,"$6,631",No,Basic,Bachelor,1/18/11,Unemployed,M,$0,Urban,Divorced,66,20,53,0,2,Personal Auto,Personal L3,Offer1,Branch,$316,Four-Door Car,Medsize
